Year,Motivation,Laureate ID,Laureate Type,Full Name,Birth City,Birth Country,Birth Year,Age,Sex,Organization Name,Organization City,Organization Country,Chemistry,Economics,Literature,Medicine,Peace,Physics,Share 1/1,Share 1/2,Share 1/3,Share 1/4
1902,,465,0,Charles Albert Gobat,Tramelan,Switzerland,1843.0,59.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1902,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",2,0,Hendrik Antoon Lorentz,Arnhem,Netherlands,1853.0,49.0,0.0,Leiden University,Leiden,Netherlands,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1902,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",3,0,Pieter Zeeman,Zonnemaire,Netherlands,1865.0,37.0,0.0,Amsterdam University,Amsterdam,Netherlands,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1903,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",162,0,Svante August Arrhenius,Vik,Sweden,1859.0,44.0,0.0,Stockholm University,Stockholm,Sweden,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1903,"""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",572,0,Bjørnstjerne Martinus Bjørnson,Kvikne,Norway,1832.0,71.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1903,"""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""",295,0,Niels Ryberg Finsen,Thorshavn,Faroe Islands (Denmark),1860.0,43.0,0.0,Finsen Medical Light Institute,Copenhagen,Denmark,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1903,,466,0,William Randal Cremer,Fareham,United Kingdom,1828.0,75.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1903,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity""",4,0,Antoine Henri Becquerel,Paris,France,1852.0,51.0,0.0,École Polytechnique,Paris,France,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1903,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",5,0,Pierre Curie,Paris,France,1859.0,44.0,0.0,École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry),Paris,France,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1903,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",6,0,"Marie Curie, née Sklodowska",Warsaw,Russian Empire (Poland),1867.0,36.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1904,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""",163,0,Sir William Ramsay,Glasgow,Scotland,1852.0,52.0,0.0,University College,London,United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1904,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",573,0,Frédéric Mistral,Maillane,France,1830.0,74.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1904,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",574,0,José Echegaray y Eizaguirre,Madrid,Spain,1832.0,72.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1904,"""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""",296,0,Ivan Petrovich Pavlov,Ryazan,Russia,1849.0,55.0,0.0,Military Medical Academy,St. Petersburg,Russia,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1904,"""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies""",8,0,Lord Rayleigh (John William Strutt),"Langford Grove, Maldon, Essex",United Kingdom,1842.0,62.0,0.0,Royal Institution of Great Britain,London,United Kingdom,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1905,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds""",164,0,Johann Friedrich Wilhelm Adolf von Baeyer,Berlin,Prussia (Germany),1835.0,70.0,0.0,Munich University,Munich,Germany,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1905,"""because of his outstanding merits as an epic writer""",575,0,Henryk Sienkiewicz,Wola Okrzejska,Poland,1846.0,59.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1905,"""for his investigations and discoveries in relation to tuberculosis""",297,0,Robert Koch,Clausthal (Clausthal-Zellerfeld),Germany,1843.0,62.0,0.0,Institute for Infectious Diseases,Berlin,Germany,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1905,,468,0,"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau",Prague,Austrian Empire (Czech Republic),1843.0,62.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1905,"""for his work on cathode rays""",9,0,Philipp Eduard Anton von Lenard,Pressburg (Bratislava),Hungary (Slovakia),1862.0,43.0,0.0,Kiel University,Kiel,Germany,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1906,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""",165,0,Henri Moissan,Paris,France,1852.0,54.0,0.0,Sorbonne University,Paris,France,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1906,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",576,0,Giosuè Carducci,Val di Castello,Tuscany (Italy),1835.0,71.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1906,"""in recognition of their work on the structure of the nervous system""",298,0,Camillo Golgi,Corteno,Italy,1843.0,63.0,0.0,Pavia University,Pavia,Italy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1906,"""in recognition of their work on the structure of the nervous system""",299,0,Santiago Ramón y Cajal,Petilla de Aragó,Spain,1852.0,54.0,0.0,Madrid University,Madrid,Spain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1906,,470,0,Theodore Roosevelt,"New York, NY",United States of America,1858.0,48.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1906,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""",10,0,Joseph John Thomson,"Cheetham Hill, near Manchester",United Kingdom,1856.0,50.0,0.0,University of Cambridge,Cambridge,United Kingdom,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1907,"""for his biochemical researches and his discovery of cell-free fermentation""",166,0,Eduard Buchner,Munich,Bavaria (Germany),1860.0,47.0,0.0,Landwirtschaftliche Hochschule (Agricultural College),Berlin,Germany,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1907,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",577,0,Rudyard Kipling,Bombay,British India (India),1865.0,42.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1907,"""in recognition of his work on the role played by protozoa in causing diseases""",300,0,Charles Louis Alphonse Laveran,Paris,France,1845.0,62.0,0.0,Institut Pasteur,Paris,France,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1907,,471,0,Ernesto Teodoro Moneta,Milan,Austrian Empire (Italy),1833.0,74.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1907,,472,0,Louis Renault,Autun,France,1843.0,64.0,0.0,Sorbonne University,Paris,France,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1907,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",11,0,Albert Abraham Michelson,Strelno (Strzelno),Prussia (Poland),1852.0,55.0,0.0,University of Chicago,"Chicago, IL",United States of America,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1908,"""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""",167,0,Ernest Rutherford,Nelson,New Zealand,1871.0,37.0,0.0,Victoria University,Manchester,United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1908,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",578,0,Rudolf Christoph Eucken,Aurich,East Friesland (Germany),1846.0,62.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1908,"""in recognition of their work on immunity""",301,0,Ilya Ilyich Mechnikov,Kharkov (Kharkiv),Russian Empire (Ukraine),1845.0,63.0,0.0,Institut Pasteur,Paris,France,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1908,"""in recognition of their work on immunity""",302,0,Paul Ehrlich,Strehlen (Strzelin),Prussia (Poland),1854.0,54.0,0.0,Goettingen University,Göttingen,Germany,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1908,,473,0,Klas Pontus Arnoldson,Gothenburg,Sweden,1844.0,64.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1908,,474,0,Fredrik Bajer,Næstved,Denmark,1837.0,71.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1908,"""for his method of reproducing colours photographically based on the phenomenon of interference""",12,0,Gabriel Lippmann,Hollerich,Luxembourg,1845.0,63.0,0.0,Sorbonne University,Paris,France,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1909,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",168,0,Wilhelm Ostwald,Riga,Russian Empire (Latvia),1853.0,56.0,0.0,Leipzig University,Leipzig,Germany,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1909,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",579,0,Selma Ottilia Lovisa Lagerlöf,Mårbacka,Sweden,1858.0,51.0,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1909,"""for his work on the physiology, pathology and surgery of the thyroid gland""",303,0,Emil Theodor Kocher,Berne,Switzerland,1841.0,68.0,0.0,Berne University,Berne,Switzerland,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1909,,475,0,Auguste Marie François Beernaert,Ostend,Belgium,1829.0,80.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1909,,476,0,"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",La Flèche,France,1852.0,57.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1909,"""in recognition of their contributions to the development of wireless telegraphy""",13,0,Guglielmo Marconi,Bologna,Italy,1874.0,35.0,0.0,Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1909,"""in recognition of their contributions to the development of wireless telegraphy""",14,0,Karl Ferdinand Braun,Fulda,Hesse-Kassel (Germany),1850.0,59.0,0.0,Strasbourg University,Strasbourg,"Alsace (then Germany, now France)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1910,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",169,0,Otto Wallach,Koenigsberg (Kaliningrad),Germany (Russia),1847.0,63.0,0.0,Goettingen University,Göttingen,Germany,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1910,"""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",580,0,Paul Johann Ludwig Heyse,Berlin,Prussia (Germany),1830.0,80.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1910,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""",304,0,Albrecht Kossel,Rostock,Mecklenburg (Germany),1853.0,57.0,0.0,University of Heidelberg,Heidelberg,Germany,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1910,"""for his work on the equation of state for gases and liquids""",15,0,Johannes Diderik van der Waals,Leiden,Netherlands,1837.0,73.0,0.0,Amsterdam University,Amsterdam,Netherlands,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1911,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",581,0,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,Ghent,Belgium,1862.0,49.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1911,"""for his work on the dioptrics of the eye""",305,0,Allvar Gullstrand,Landskrona,Sweden,1862.0,49.0,0.0,Uppsala University,Uppsala,Sweden,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1911,,478,0,Tobias Michael Carel Asser,Amsterdam,Netherlands,1838.0,73.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1911,,479,0,Alfred Hermann Fried,Vienna,Austria,1864.0,47.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1911,"""for his discoveries regarding the laws governing the radiation of heat""",16,0,Wilhelm Wien,Gaffken (Parusnoye),Prussia (Russia),1864.0,47.0,0.0,Würzburg University,Würzburg,Germany,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1912,"""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""",172,0,Victor Grignard,Cherbourg,France,1871.0,41.0,0.0,Nancy University,Nancy,France,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1912,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",173,0,Paul Sabatier,Carcassonne,France,1854.0,58.0,0.0,Toulouse University,Toulouse,France,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1912,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",582,0,Gerhart Johann Robert Hauptmann,Bad Salzbrunn,Prussia (Germany),1862.0,50.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1912,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",306,0,Alexis Carrel,Sainte-Foy-lès-Lyon,France,1873.0,39.0,0.0,Rockefeller Institute for Medical Research,"New York, NY",United States of America,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1912,,480,0,Elihu Root,"Clinton, NY",United States of America,1845.0,67.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1912,"""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""",17,0,Nils Gustaf Dalén,Stenstorp,Sweden,1869.0,43.0,0.0,Swedish Gas-Accumulator Co.,Lidingö-Stockholm,Sweden,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1913,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",174,0,Alfred Werner,Mulhouse,France,1866.0,47.0,0.0,University of Zurich,Zurich,Switzerland,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1913,"""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",583,0,Rabindranath Tagore,Calcutta,India,1861.0,52.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1913,"""in recognition of his work on anaphylaxis""",307,0,Charles Robert Richet,Paris,France,1850.0,63.0,0.0,Sorbonne University,Paris,France,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1913,,481,0,Henri La Fontaine,Brussels,Belgium,1854.0,59.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1913,"""for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium""",18,0,Heike Kamerlingh Onnes,Groningen,Netherlands,1853.0,60.0,0.0,Leiden University,Leiden,Netherlands,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1914,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",175,0,Theodore William Richards,"Germantown, PA",United States of America,1868.0,46.0,0.0,Harvard University,"Cambridge, MA",United States of America,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1914,"""for his work on the physiology and pathology of the vestibular apparatus""",308,0,Robert Bárány,Vienna,Austria,1876.0,38.0,0.0,Vienna University,Vienna,Austria,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1914,"""for his discovery of the diffraction of X-rays by crystals""",19,0,Max von Laue,Pfaffendorf,Germany,1879.0,35.0,0.0,Frankfurt-on-the-Main University,Frankfurt-on-the-Main,Germany,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1915,"""for his researches on plant pigments, especially chlorophyll""",176,0,Richard Martin Willstätter,Karlsruhe,Germany,1872.0,43.0,0.0,Munich University,Munich,Germany,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1915,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",584,0,Romain Rolland,Clamecy,France,1866.0,49.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1915,"""for their services in the analysis of crystal structure by means of X-rays""",20,0,Sir William Henry Bragg,Wigton,United Kingdom,1862.0,53.0,0.0,University College,London,United Kingdom,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1915,"""for their services in the analysis of crystal structure by means of X-rays""",21,0,William Lawrence Bragg,Adelaide,Australia,1890.0,25.0,0.0,Victoria University,Manchester,United Kingdom,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1916,"""in recognition of his significance as the leading representative of a new era in our literature""",585,0,Carl Gustaf Verner von Heidenstam,Olshammar,Sweden,1859.0,57.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1917,"""for his varied and rich poetry, which is inspired by lofty ideals""",586,0,Karl Adolph Gjellerup,Roholte,Denmark,1857.0,60.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1917,"""for his authentic descriptions of present-day life in Denmark""",587,0,Henrik Pontoppidan,Fredericia,Denmark,1857.0,60.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1917,"""for his discovery of the characteristic R&ouml;ntgen radiation of the elements""",22,0,Charles Glover Barkla,Widnes,United Kingdom,1877.0,40.0,0.0,Edinburgh University,Edinburgh,United Kingdom,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1918,"""for the synthesis of ammonia from its elements""",177,0,Fritz Haber,Breslau (Wroclaw),Prussia (Poland),1868.0,50.0,0.0,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1918,"""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta""",23,0,Max Karl Ernst Ludwig Planck,Kiel,Schleswig (Germany),1858.0,60.0,0.0,Berlin University,Berlin,Germany,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1919,"""in special appreciation of his epic, <I>Olympian Spring</I>""",588,0,Carl Friedrich Georg Spitteler,Liestal,Switzerland,1845.0,74.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1919,"""for his discoveries relating to immunity""",309,0,Jules Bordet,Soignies,Belgium,1870.0,49.0,0.0,Brussels University,Brussels,Belgium,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1919,,483,0,Thomas Woodrow Wilson,"Staunton, VA",United States of America,1856.0,63.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1919,"""for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields""",24,0,Johannes Stark,Schickenhof,Germany,1874.0,45.0,0.0,Greifswald University,Greifswald,Germany,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1920,"""in recognition of his work in thermochemistry""",178,0,Walther Hermann Nernst,Briesen,Prussia (Germany),1864.0,56.0,0.0,Berlin University,Berlin,Germany,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1920,"""for his monumental work, <I>Growth of the Soil</I>""",589,0,Knut Pedersen Hamsun,Lom,Norway,1859.0,61.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1920,"""for his discovery of the capillary motor regulating mechanism""",310,0,Schack August Steenberg Krogh,Grenå,Denmark,1874.0,46.0,0.0,Copenhagen University,Copenhagen,Denmark,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1920,,484,0,Léon Victor Auguste Bourgeois,Paris,France,1851.0,69.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1920,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",25,0,Charles Edouard Guillaume,Fleurier,Switzerland,1861.0,59.0,0.0,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1921,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",179,0,Frederick Soddy,Eastbourne,United Kingdom,1877.0,44.0,0.0,University of Oxford,Oxford,United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1921,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",590,0,Anatole France,Paris,France,1844.0,77.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1921,,485,0,Karl Hjalmar Branting,Stockholm,Sweden,1860.0,61.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1921,,486,0,Christian Lous Lange,Stavanger,Norway,1869.0,52.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1921,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",26,0,Albert Einstein,Ulm,Germany,1879.0,42.0,0.0,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1922,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",180,0,Francis William Aston,Harborne,United Kingdom,1877.0,45.0,0.0,University of Cambridge,Cambridge,United Kingdom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1922,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",592,0,Jacinto Benavente,Madrid,Spain,1866.0,56.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1922,"""for his discovery relating to the production of heat in the muscle""",311,0,Archibald Vivian Hill,Bristol,United Kingdom,1886.0,36.0,0.0,London University,London,United Kingdom,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
